operationc	operationb	operationa	correctresponse	valuey	operationd	condition	valuex	Rule	Operatora	Length	Intermediate	CorrectResponse	Result	Y	X	Operatorc	Operatorb	Operatord	Structure	practice_trials.thisRepN	practice_trials.thisTrialN	practice_trials.thisN	practice_trials.thisIndex	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	practice_encoding.keys	practice_encoding.rt	practice_execution.keys	practice_execution.corr	practice_execution.rt	encoding.keys	encoding.rt	execution.keys	execution.corr	execution.rt	date	frameRate	expName	session	participant	X.1	LogEncoding	EncodingSpeed	LogExecution	ExecutionSpeed	Chunks	Offset
83				NA	NA		NA	NA	('ADD', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 7)	7	7	5	3	0	ADD	0	BUxy	NA	NA	NA	NA	0	16	16	0			NA	NA	NA	space	0.987412513525	7	1	3.63912325748	2015_Jul_09_1535	None	KRITL	1	31016	NA	-0.0126673800302655	1.01274795113753	1.29174278930675	0.274791461911756	Chunks = 2	2nd
84				NA	NA		NA	NA	('ADD', 'DECREASE', 'x', 'y')	decrease	Length = 2	(2, 7)	7	7	5	3	0	ADD	0	BUxy	NA	NA	NA	NA	0	17	17	0			NA	NA	NA	space	2.48783054488	7	1	1.89272079457	2015_Jul_17_1555	None	KRITL	1	31020	NA	0.911411063586351	0.401956637303139	0.638015367725054	0.528339944733997	Chunks = 2	2nd
86				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	2	2	10				NA	NA	space	5.57042622953	8	1	3.57265793884	2015_Jul_07_1543	None	KRITL	1	31007	NA	1.71747157336878	0.179519476391015	1.27330983945699	0.279903650760556	Chunks = 2	4th
87				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	2	2	10			NA	NA	NA	space	8.35755634206	8	1	8.6820224523	2015_Jul_07_1404	360.230878236	KRITL	1	31002	NA	2.12316608078625	0.119652199646855	2.1612545029487	0.115180536043775	Chunks = 2	4th
90				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	4	4	10				NA	NA	space	4.67642589234	8	1	5.47945481105	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	1.54253411994557	0.213838521773221	1.70100560897609	0.182499908199512	Chunks = 2	4th
91				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	4	4	10			NA	NA	NA	space	4.67736796665	8	1	5.1488797144	2015_Jul_10_1353	None	KRITL	1	31018	NA	1.54273555143473	0.213795452299259	1.63877915982784	0.194217005536811	Chunks = 2	4th
92				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	5	5	10				NA	NA	space	3.00971425232	8	1	4.62664871596	2015_Jul_09_1534	None	KRITL	1	31015	NA	1.10184514147033	0.332257455746559	1.53183278656729	0.216139167114724	Chunks = 2	4th
93				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	5	5	10			NA	NA	NA	space	6.56557530473	8	1	5.57439416528	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	1.8818401360143	0.152309577392186	1.71818364153625	0.179391691787509	Chunks = 2	4th
95				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	6	6	10			NA	NA	NA	space	3.22325430339	8	1	4.16532099876	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	1.17039150241689	0.310245455640366	1.42679334317964	0.240077535512316	Chunks = 2	4th
96				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	7	7	10			NA	NA	NA	space	2.2348289956	8	1	3.70401628589	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	0.804164713102543	0.44746152925742	1.30941771361282	0.269977214681636	Chunks = 2	4th
97				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	7	7	10			NA	NA	NA	space	8.33358379055	8	1	11.223335495	2015_Jul_09_1535	None	KRITL	1	31016	NA	2.12029359061445	0.119996393524472	2.41799513710955	0.0891000719389971	Chunks = 2	4th
98				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	9	9	10				NA	NA	space	7.79879262508	8	1	6.34255004412	2015_Jul_09_1535	360.822427182	KRITL	1	31017	NA	2.05396893005767	0.128224976361612	1.84728090274318	0.157665291254118	Chunks = 2	4th
99				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	9	9	10			NA	NA	NA	space	2.29990661635	8	1	7.14952026671	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.832868520523881	0.43480026227631	1.96704525888987	0.139869524484916	Chunks = 2	4th
100				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	9	9	10			NA	NA	NA	space	2.78321510099	8	1	2.98322755669	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	1.02360677060618	0.359296699577512	1.09300578713198	0.335207415792826	Chunks = 2	4th
101				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	10	10	10			NA	NA	NA	space	7.20345791915	8	1	5.11788694852	2015_Jul_17_1555	None	KRITL	1	31020	NA	1.97456117727955	0.138822217221753	1.63274164849793	0.195393139797506	Chunks = 2	4th
102				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	11	11	10				NA	NA	space	4.78857975168	8	1	5.5421965241	2015_Jul_08_1553	None	KRITL	1	31011	NA	1.56623386467639	0.208830185954231	1.71239090667457	0.180433875928351	Chunks = 2	4th
103				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	11	11	10				NA	NA	space	9.1923448288	8	1	6.11025774461	2015_Jul_09_1334	None	KRITL	1	31014	NA	2.21837105385501	0.108786171387627	1.80996895635434	0.163659217302596	Chunks = 2	4th
105				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	12	12	10				NA	NA	space	6.47646758061	8	1	11.0857641505	2015_Jul_07_1549	287.31282802	KRITL	1	31005	NA	1.86817523527967	0.154405157989815	2.40566177623586	0.0902057798112994	Chunks = 2	4th
106				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	12	12	10			NA	NA	NA	space	2.77729898885	8	1	7.02348149971	2015_Jul_21_1534	None	KRITL	1	31027	NA	1.0214788686616	0.360062061742251	1.94925903522969	0.142379530727217	Chunks = 2	4th
107				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	14	14	10			NA	NA	NA	space	1.59097423183	8	1	6.06983416282	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	0.464346553014559	0.628545692314426	1.80333128391071	0.164749146875441	Chunks = 2	4th
108				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	14	14	10			NA	NA	NA	space	2.15309693849	8	1	4.03611540495	2015_Jul_07_1404	None	KRITL	1	31003	NA	0.766907242213041	0.464447272263234	1.39528269597503	0.247762984867473	Chunks = 2	4th
109				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	15	15	10				NA	NA	space	3.75102723029	8	1	3.55848817178	2015_Jul_16_1551	None	KRITL	1	31026	NA	1.32202973054821	0.266593639183656	1.26933578381742	0.281018216648951	Chunks = 2	4th
110				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'THIRD', 'x', 'y')	double	Length = 4	(2, 1, 2, 8)	8	8	6	6	decrease	ADD	third	BUUUxy	NA	NA	NA	NA	0	15	15	10			NA	NA	NA	space	3.43313042607	8	1	4.61641663412	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	1.23347250561814	0.291279350299758	1.52961878382424	0.216618229951124	Chunks = 2	4th
113				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	2	2	4				NA	NA	space	8.13781841865	7	1	2.62130311702	2015_Jul_07_1549	287.31282802	KRITL	1	31005	NA	2.09652213655716	0.122883056435399	0.963671567032495	0.381489646697876	Chunks = 2	3rd
114				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	2	2	4			NA	NA	NA	space	1.39700067298	7	1	6.74244297609	2015_Jul_08_1558	None	KRITL	1	31013	NA	0.334327562006992	0.715819268624158	1.90842231861222	0.148314194654103	Chunks = 2	3rd
116				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	3	3	4				NA	NA	space	3.03538363387	7	1	3.03326916192	2015_Jul_07_1543	None	KRITL	1	31007	NA	1.1103378197753	0.329447648343889	1.10964096921993	0.329677304129192	Chunks = 2	3rd
117				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	3	3	4			NA	NA	NA	space	5.4507340659	7	1	9.45864918994	2015_Jul_17_1555	None	KRITL	1	31020	NA	1.69575029059596	0.183461527917137	2.24692958110697	0.105723341665275	Chunks = 2	3rd
118				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	3	3	4			NA	NA	NA	space	11.1737947209	7	1	4.006637072	2015_Jul_14_1534	340.004537469	KRITL	1	31022	NA	2.41357127972985	0.089495111103979	1.3879522540556	0.249585870152404	Chunks = 2	3rd
119				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	5	5	4			NA	NA	NA	space	1.74997442128	7	1	2.93322401503	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	0.559601171417173	0.571436923785755	1.07610216451819	0.340921796247387	Chunks = 2	3rd
121				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	7	7	4				NA	NA	space	10.0797444287	7	1	2.33695113915	2015_Jul_09_1334	None	KRITL	1	31014	NA	2.31052790802616	0.0992088645772313	0.848847147828528	0.427907962322106	Chunks = 2	3rd
122				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	7	7	4			NA	NA	NA	space	0.633398839913	7	1	2.29995007448	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	-0.456654976402799	1.57878407250849	0.832887415951683	0.434792046616965	Chunks = 2	3rd
123				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	7	7	4			NA	NA	NA	space	7.85085991277	7	1	3.37503171544	2015_Jul_15_1558	None	KRITL	1	31023	NA	2.06062306882294	0.127374582034438	1.21640472144775	0.296293511976563	Chunks = 2	3rd
124				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	8	8	4			NA	NA	NA	space	1.65968536184	7	1	3.19773671619	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	0.506628043343034	0.602523841561967	1.16244328337725	0.312721180245091	Chunks = 2	3rd
125				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	10	10	4			NA	NA	NA	space	1.84581194803	7	1	3.47744179131	2015_Jul_07_1404	360.230878236	KRITL	1	31002	NA	0.612919260918648	0.541766999106968	1.24629690601541	0.287567717883579	Chunks = 2	3rd
126				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	10	10	4			NA	NA	NA	space	2.98184004499	7	1	2.86998331724	2015_Jul_10_1353	None	KRITL	1	31018	NA	1.09254057472613	0.335363394720039	1.05430621694627	0.348434081129669	Chunks = 2	3rd
127				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	11	11	4				NA	NA	space	2.8060371008	7	1	2.67818884923	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	1.03177320354582	0.356374475488902	0.985140763539185	0.373386664008965	Chunks = 2	3rd
128				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	11	11	4			NA	NA	NA	space	1.52300152479	7	1	2.57800178551	2015_Jul_21_1534	None	KRITL	1	31027	NA	0.420683075087835	0.656598160752259	0.947014597111791	0.387897326379148	Chunks = 2	3rd
129				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	12	12	4				NA	NA	space	2.1773647212	7	1	2.46300426498	2015_Jul_09_1534	None	KRITL	1	31015	NA	0.778115302074109	0.459270782824512	0.901381850756877	0.406008229144548	Chunks = 2	3rd
130				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	12	12	4			NA	NA	NA	space	1.50804739847	7	1	2.55082325221	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	0.410815700437964	0.663109131062165	0.936416151071345	0.392030298113996	Chunks = 2	3rd
131				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	13	13	4				NA	NA	space	1.59489277293	7	1	4.53229305521	2015_Jul_16_1551	None	KRITL	1	31026	NA	0.466806506973837	0.627001399073924	1.51122800462547	0.220638865982082	Chunks = 2	3rd
132				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	13	13	4			NA	NA	NA	space	1.08493333717	7	1	2.73178518825	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	0.0815185447085711	0.921715616747896	1.00495531059743	0.366060993485585	Chunks = 2	3rd
133				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	13	13	4			NA	NA	NA	space	2.26812312135	7	1	1.89163380802	2015_Jul_08_1337	None	KRITL	1	31009	NA	0.818952670701581	0.440893173120511	0.637440904338801	0.52864354388269	Chunks = 2	3rd
134				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	15	15	4				NA	NA	space	2.11469453019	7	1	3.02829969788	2015_Jul_08_1553	None	KRITL	1	31011	NA	0.748910371896987	0.472881537131584	1.10800130619925	0.330218307223708	Chunks = 2	3rd
135				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	16	16	4			NA	NA	NA	space	1.02831544618	7	1	2.36043382721	2015_Jul_07_1404	None	KRITL	1	31003	NA	0.0279219742235339	0.972464241118631	0.85884542723274	0.423650935888335	Chunks = 2	3rd
138				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	17	17	4			NA	NA	NA	space	1.06715729214	7	1	4.08052904678	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	0.0649983767690111	0.937068984455583	1.40622664833829	0.245066261883153	Chunks = 2	3rd
139				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	17	17	4			NA	NA	NA	space	1.80861967051	7	1	3.28361355493	2015_Jul_09_1535	None	KRITL	1	31016	NA	0.592563941362632	0.552907842541609	1.18894450955326	0.304542536224644	Chunks = 2	3rd
140				NA	NA		NA	NA	('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')	double	Length = 3	(1, 2, 7)	7	7	5	2	decrease	ADD	0	BUUxy	NA	NA	NA	NA	0	17	17	4			NA	NA	NA	space	1.96660704576	7	1	3.8831469025	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.676309746068779	0.508489991508979	1.35664588225127	0.257523092766898	Chunks = 2	3rd
141				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	0	0	0			NA	NA	NA	space	1.22034627339	8	1	4.75776569247	2015_Jul_07_1404	360.230878236	KRITL	1	31002	NA	0.199134649120408	0.819439549089702	1.55977816570602	0.210182691758587	Chunks = 2	2nd
142				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	0	0	0			NA	NA	NA	space	1.83282524469	8	1	1.75606985411	2015_Jul_10_1353	None	KRITL	1	31018	NA	0.605858625900134	0.545605754229524	0.563078274666587	0.569453429007705	Chunks = 2	2nd
143				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	1	1	0			NA	NA	NA	space	1.92668440049	8	1	4.67569374134	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	0.655800598380391	0.51902636453883	1.54237754560089	0.213872006020953	Chunks = 2	2nd
144				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	1	1	0			NA	NA	NA	space	2.22322770618	8	1	4.40557127862	2015_Jul_09_1535	None	KRITL	1	31016	NA	0.798960061666092	0.449796481584076	1.4828699396558	0.226985318533591	Chunks = 2	2nd
145				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	2	2	0			NA	NA	NA	space	1.5557663106	8	1	3.16192403649	2015_Jul_07_1404	None	KRITL	1	31003	NA	0.441968228487437	0.642770056908057	1.15118071461825	0.316263132339537	Chunks = 2	2nd
146				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	3	3	0			NA	NA	NA	space	0.755020313663	8	1	1.3549259635	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	-0.281010624581152	1.32446767577481	0.303746813355478	0.738047706619211	Chunks = 2	2nd
147				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	3	3	0			NA	NA	NA	space	1.50872301476	8	1	3.74582852279	2015_Jul_08_1558	None	KRITL	1	31013	NA	0.411263607443636	0.662812186343611	1.32064282689032	0.26696363539225	Chunks = 2	2nd
148				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	4	4	0			NA	NA	NA	space	0.783381063127	8	1	1.11670835112	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	-0.24413603071681	1.27651796433313	0.110385385833336	0.895488960028867	Chunks = 2	2nd
149				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	5	5	0			NA	NA	NA	space	1.11668987284	8	1	1.75000932469	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	0.110368838600691	0.895503778015618	0.559621116315512	0.571425526648061	Chunks = 2	2nd
150				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	7	7	0			NA	NA	NA	space	3.96060188073	8	1	1.77864735268	2015_Jul_14_1534	340.004537469	KRITL	1	31022	NA	1.3763960038004	0.252486877023773	0.575853161198101	0.562224995580623	Chunks = 2	2nd
151				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	9	9	0			NA	NA	NA	space	0.850765456707	8	1	1.6554023049	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	-0.161618797435867	1.17541208580639	0.504044063820491	0.604082764074929	Chunks = 2	2nd
152				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	9	9	0			NA	NA	NA	space	0.996533961676	8	1	2.28704844649	2015_Jul_15_1558	None	KRITL	1	31023	NA	-0.00347205895067264	1.00347809352947	0.827262098239978	0.43724478225843	Chunks = 2	2nd
153				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	10	10	0				NA	NA	space	1.93452498231	8	1	2.22086790243	2015_Jul_16_1551	None	KRITL	1	31026	NA	0.659861809166541	0.516922763543693	0.797898066524846	0.450274416999693	Chunks = 2	2nd
155				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	11	11	0				NA	NA	space	1.28521752698	8	1	1.86173530895	2015_Jul_08_1551	357.897102275	KRITL	1	31012	NA	0.250927985717152	0.778078402299568	0.621509014587824	0.53713328376631	Chunks = 2	2nd
156				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	11	11	0				NA	NA	space	1.94659067326	8	1	3.53947605567	2015_Jul_07_1549	287.31282802	KRITL	1	31005	NA	0.666079469701131	0.513718684537452	1.2639787093187	0.282527691746372	Chunks = 2	2nd
157				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	11	11	0			NA	NA	NA	space	1.16631524501	8	1	1.62918009506	2015_Jul_08_1337	None	KRITL	1	31009	NA	0.153849415888978	0.857401122276701	0.488076879101477	0.613805682399509	Chunks = 2	2nd
158				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	12	12	0				NA	NA	space	0.99581900092	8	1	1.76237107828	2015_Jul_08_1553	None	KRITL	1	31011	NA	-0.00418976389564194	1.00419855322718	0.566660105953732	0.567417391447412	Chunks = 2	2nd
159				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	12	12	0				NA	NA	space	1.15677860689	8	1	2.21441415731	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	0.145639078899008	0.864469652225416	0.794987879714671	0.451586708249178	Chunks = 2	2nd
160				NA	NA		NA	NA	('ADD', 'DOUBLE', 'x', 'y')	double	Length = 2	(4, 8)	8	8	4	2	0	ADD	0	BUxy	NA	NA	NA	NA	0	13	13	0				NA	NA	space	3.17142831147	8	1	1.28436638109	2015_Jul_09_1534	None	KRITL	1	31015	NA	1.154182057854	0.315315341161373	0.250265508093085	0.778594032608774	Chunks = 2	2nd
